nama_kabupaten,tahun,luas_panen_ha,produksi_ton,yield_ton_ha,tanaman,tanaman_encoded,yield_relative,status_aktual,yield_lag1,yield_trend,musim,tahun_panen,musim_encoded,temp_veg_mean,temp_rep_mean,temp_mat_mean,rain_veg_total,rain_rep_total,rain_mat_total,rain_total_musim,humidity_mean_musim,radiation_veg,radiation_rep,drought_index_mean,n_bulan_data,water_balance,ph_h2o,nitrogen_cn_kg,clay_pct,sand_pct,silt_pct,soc_dg_kg,cec_mmol_kg,bulk_density,fertility_index,whc_proxy,ph_status_encoded,texture_encoded,kesesuaian_encoded
Kab. Bekasi,2016,17800,103200,5.8,Jagung,1,0.9681188449340676,NORMAL,5.73,0.0699999999999994,MR,2016,1,28.353,27.326,26.838,169.3,693.4,566.1,1428.8,77.327,1436.88,1128.97,3.1,5.0,1118.8,6.4,102,46.0,20.0,34.0,13.0,168,1.27,6.6,25.2,2,1,1
Kab. Bekasi,2016,17800,103200,5.8,Jagung,1,0.9681188449340676,NORMAL,5.73,0.0699999999999994,MG,2016,0,27.877,27.33,27.29,575.0,240.1,114.9,930.0,79.432,1064.25,1075.27,2.012,5.0,728.8,6.4,102,46.0,20.0,34.0,13.0,168,1.27,6.6,25.2,2,1,1
Kab. Bekasi,2017,19500,115100,5.9,Jagung,1,0.9848105491570689,NORMAL,5.8,0.10000000000000053,MR,2017,1,27.29,27.219,26.404,716.5,431.7,374.1,1522.3,79.944,1133.57,1088.76,3.296,5.0,1192.7,6.4,102,46.0,20.0,34.0,13.0,168,1.27,6.6,25.2,2,1,1
Kab. Bekasi,2017,19500,115100,5.9,Jagung,1,0.9848105491570689,NORMAL,5.8,0.10000000000000053,MG,2017,0,27.584,27.413,27.752,391.5,148.6,8.6,548.7,76.332,1154.7,1098.45,1.045,5.0,444.2,6.4,102,46.0,20.0,34.0,13.0,168,1.27,6.6,25.2,2,1,1
Kab. Bekasi,2018,20800,124800,6.0,Jagung,1,1.00150225338007,NORMAL,5.9,0.09999999999999964,MR,2018,1,27.604,27.045,26.4,487.3,427.1,311.6,1226.0,79.514,1243.15,1098.48,2.338,5.0,992.2,6.4,102,46.0,20.0,34.0,13.0,168,1.27,6.6,25.2,2,1,1
Kab. Bekasi,2018,20800,124800,6.0,Jagung,1,1.00150225338007,NORMAL,5.9,0.09999999999999964,MG,2018,0,27.664,27.255,27.197,292.7,69.3,9.4,371.4,75.132,1215.96,1187.98,0.735,5.0,297.9,6.4,102,46.0,20.0,34.0,13.0,168,1.27,6.6,25.2,2,1,1
Kab. Bekasi,2019,22000,133600,6.07,Jagung,1,1.0131864463361708,NORMAL,6.0,0.07000000000000028,MR,2019,1,27.859,27.273,27.111,423.6,454.9,330.0,1208.5,78.43,1344.89,1159.16,2.145,5.0,994.0,6.4,102,46.0,20.0,34.0,13.0,168,1.27,6.6,25.2,2,1,1
Kab. Bekasi,2019,22000,133600,6.07,Jagung,1,1.0131864463361708,NORMAL,6.0,0.07000000000000028,MG,2019,0,27.796,27.486,27.242,489.0,32.6,7.0,528.6,73.529,1164.93,1236.35,1.087,5.0,419.9,6.4,102,46.0,20.0,34.0,13.0,168,1.27,6.6,25.2,2,1,1
Kab. Bekasi,2020,21500,131100,6.1,Jagung,1,1.0181939576030712,NORMAL,6.07,0.02999999999999936,MR,2020,1,28.177,27.076,26.666,206.8,900.0,489.5,1596.3,78.746,1469.39,1129.29,4.987,5.0,1097.6,6.4,102,46.0,20.0,34.0,13.0,168,1.27,6.6,25.2,2,1,1
Kab. Bekasi,2020,21500,131100,6.1,Jagung,1,1.0181939576030712,NORMAL,6.07,0.02999999999999936,MG,2020,0,27.618,27.34,27.442,493.1,79.9,26.8,599.8,77.843,1069.97,1149.63,1.266,5.0,473.2,6.4,102,46.0,20.0,34.0,13.0,168,1.27,6.6,25.2,2,1,1
Kab. Bekasi,2021,21000,128700,6.13,Jagung,1,1.0232014688699715,NORMAL,6.1,0.03000000000000025,MR,2021,1,27.434,26.474,26.186,460.9,662.3,445.9,1569.1,80.798,1243.44,938.01,3.593,5.0,1209.8,6.4,102,46.0,20.0,34.0,13.0,168,1.27,6.6,25.2,2,1,1
Kab. Bekasi,2021,21000,128700,6.13,Jagung,1,1.0232014688699715,NORMAL,6.1,0.03000000000000025,MG,2021,0,27.507,26.915,27.145,306.6,208.2,108.3,623.1,78.057,1192.52,1124.9,1.333,5.0,489.8,6.4,102,46.0,20.0,34.0,13.0,168,1.27,6.6,25.2,2,1,1
Kab. Bekasi,2022,24000,148300,6.18,Jagung,1,1.031547320981472,NORMAL,6.13,0.04999999999999982,MR,2022,1,27.405,26.948,26.686,533.2,484.0,226.6,1243.8,79.967,1198.58,1116.39,2.629,5.0,980.9,6.4,102,46.0,20.0,34.0,13.0,168,1.27,6.6,25.2,2,1,1
Kab. Bekasi,2022,24000,148300,6.18,Jagung,1,1.031547320981472,NORMAL,6.13,0.04999999999999982,MG,2022,0,27.367,26.832,27.219,374.3,273.1,77.8,725.2,78.834,1132.09,1073.56,1.446,5.0,580.6,6.4,102,46.0,20.0,34.0,13.0,168,1.27,6.6,25.2,2,1,1
Kab. Bekasi,2023,20500,127100,6.2,Jagung,1,1.0348856618260724,NORMAL,6.18,0.020000000000000462,MR,2023,1,27.019,26.758,26.246,559.6,501.5,328.6,1389.7,80.188,1140.97,1113.46,3.048,5.0,1084.9,6.4,102,46.0,20.0,34.0,13.0,168,1.27,6.6,25.2,2,1,1
Kab. Bekasi,2023,20500,127100,6.2,Jagung,1,1.0348856618260724,NORMAL,6.18,0.020000000000000462,MG,2023,0,27.913,27.413,27.387,244.6,142.1,8.9,395.6,75.551,1217.12,1162.43,0.688,5.0,326.8,6.4,102,46.0,20.0,34.0,13.0,168,1.27,6.6,25.2,2,1,1
Kab. Bekasi,2014,80000,447200,5.59,Padi,0,0.9964349376114081,NORMAL,,,MR,2014,1,,,,,,,,,,,,,,6.4,102,46.0,20.0,34.0,13.0,168,1.27,6.6,25.2,2,1,1
Kab. Bekasi,2014,80000,447200,5.59,Padi,0,0.9964349376114081,NORMAL,,,MG,2014,0,27.39,27.009,26.845,384.6,299.2,27.6,711.4,78.547,1197.77,1067.57,1.379,5.0,573.5,6.4,102,46.0,20.0,34.0,13.0,168,1.27,6.6,25.2,2,1,1
Kab. Bekasi,2015,79000,441600,5.59,Padi,0,0.9964349376114081,NORMAL,5.59,0.0,MR,2015,1,27.856,26.695,26.079,317.9,667.4,392.1,1377.4,78.546,1385.58,1017.48,3.136,5.0,1063.8,6.4,102,46.0,20.0,34.0,13.0,168,1.27,6.6,25.2,2,1,1
Kab. Bekasi,2015,79000,441600,5.59,Padi,0,0.9964349376114081,NORMAL,5.59,0.0,MG,2015,0,27.391,27.186,27.335,299.2,67.3,8.5,375.0,75.166,1179.8,1213.23,0.699,5.0,305.1,6.4,102,46.0,20.0,34.0,13.0,168,1.27,6.6,25.2,2,1,1
Kab. Bekasi,2016,79500,444400,5.59,Padi,0,0.9964349376114081,NORMAL,5.59,0.0,MR,2016,1,28.353,27.326,26.838,169.3,693.4,566.1,1428.8,77.327,1436.88,1128.97,3.1,5.0,1118.8,6.4,102,46.0,20.0,34.0,13.0,168,1.27,6.6,25.2,2,1,1
Kab. Bekasi,2016,79500,444400,5.59,Padi,0,0.9964349376114081,NORMAL,5.59,0.0,MG,2016,0,27.877,27.33,27.29,575.0,240.1,114.9,930.0,79.432,1064.25,1075.27,2.012,5.0,728.8,6.4,102,46.0,20.0,34.0,13.0,168,1.27,6.6,25.2,2,1,1
Kab. Bekasi,2017,80500,450000,5.59,Padi,0,0.9964349376114081,NORMAL,5.59,0.0,MR,2017,1,27.29,27.219,26.404,716.5,431.7,374.1,1522.3,79.944,1133.57,1088.76,3.296,5.0,1192.7,6.4,102,46.0,20.0,34.0,13.0,168,1.27,6.6,25.2,2,1,1
Kab. Bekasi,2017,80500,450000,5.59,Padi,0,0.9964349376114081,NORMAL,5.59,0.0,MG,2017,0,27.584,27.413,27.752,391.5,148.6,8.6,548.7,76.332,1154.7,1098.45,1.045,5.0,444.2,6.4,102,46.0,20.0,34.0,13.0,168,1.27,6.6,25.2,2,1,1
Kab. Bekasi,2018,79500,444400,5.59,Padi,0,0.9964349376114081,NORMAL,5.59,0.0,MR,2018,1,27.604,27.045,26.4,487.3,427.1,311.6,1226.0,79.514,1243.15,1098.48,2.338,5.0,992.2,6.4,102,46.0,20.0,34.0,13.0,168,1.27,6.6,25.2,2,1,1
Kab. Bekasi,2018,79500,444400,5.59,Padi,0,0.9964349376114081,NORMAL,5.59,0.0,MG,2018,0,27.664,27.255,27.197,292.7,69.3,9.4,371.4,75.132,1215.96,1187.98,0.735,5.0,297.9,6.4,102,46.0,20.0,34.0,13.0,168,1.27,6.6,25.2,2,1,1
Kab. Bekasi,2019,78500,441700,5.63,Padi,0,1.0035650623885917,NORMAL,5.59,0.040000000000000036,MR,2019,1,27.859,27.273,27.111,423.6,454.9,330.0,1208.5,78.43,1344.89,1159.16,2.145,5.0,994.0,6.4,102,46.0,20.0,34.0,13.0,168,1.27,6.6,25.2,2,1,1
Kab. Bekasi,2019,78500,441700,5.63,Padi,0,1.0035650623885917,NORMAL,5.59,0.040000000000000036,MG,2019,0,27.796,27.486,27.242,489.0,32.6,7.0,528.6,73.529,1164.93,1236.35,1.087,5.0,419.9,6.4,102,46.0,20.0,34.0,13.0,168,1.27,6.6,25.2,2,1,1
Kab. Bekasi,2020,76800,432500,5.63,Padi,0,1.0035650623885917,NORMAL,5.63,0.0,MR,2020,1,28.177,27.076,26.666,206.8,900.0,489.5,1596.3,78.746,1469.39,1129.29,4.987,5.0,1097.6,6.4,102,46.0,20.0,34.0,13.0,168,1.27,6.6,25.2,2,1,1
Kab. Bekasi,2020,76800,432500,5.63,Padi,0,1.0035650623885917,NORMAL,5.63,0.0,MG,2020,0,27.618,27.34,27.442,493.1,79.9,26.8,599.8,77.843,1069.97,1149.63,1.266,5.0,473.2,6.4,102,46.0,20.0,34.0,13.0,168,1.27,6.6,25.2,2,1,1
Kab. Bekasi,2021,75200,423700,5.63,Padi,0,1.0035650623885917,NORMAL,5.63,0.0,MR,2021,1,27.434,26.474,26.186,460.9,662.3,445.9,1569.1,80.798,1243.44,938.01,3.593,5.0,1209.8,6.4,102,46.0,20.0,34.0,13.0,168,1.27,6.6,25.2,2,1,1
Kab. Bekasi,2021,75200,423700,5.63,Padi,0,1.0035650623885917,NORMAL,5.63,0.0,MG,2021,0,27.507,26.915,27.145,306.6,208.2,108.3,623.1,78.057,1192.52,1124.9,1.333,5.0,489.8,6.4,102,46.0,20.0,34.0,13.0,168,1.27,6.6,25.2,2,1,1
Kab. Bekasi,2022,80500,453600,5.63,Padi,0,1.0035650623885917,NORMAL,5.63,0.0,MR,2022,1,27.405,26.948,26.686,533.2,484.0,226.6,1243.8,79.967,1198.58,1116.39,2.629,5.0,980.9,6.4,102,46.0,20.0,34.0,13.0,168,1.27,6.6,25.2,2,1,1
Kab. Bekasi,2022,80500,453600,5.63,Padi,0,1.0035650623885917,NORMAL,5.63,0.0,MG,2022,0,27.367,26.832,27.219,374.3,273.1,77.8,725.2,78.834,1132.09,1073.56,1.446,5.0,580.6,6.4,102,46.0,20.0,34.0,13.0,168,1.27,6.6,25.2,2,1,1
Kab. Bekasi,2023,71000,399900,5.63,Padi,0,1.0035650623885917,NORMAL,5.63,0.0,MR,2023,1,27.019,26.758,26.246,559.6,501.5,328.6,1389.7,80.188,1140.97,1113.46,3.048,5.0,1084.9,6.4,102,46.0,20.0,34.0,13.0,168,1.27,6.6,25.2,2,1,1
Kab. Bekasi,2023,71000,399900,5.63,Padi,0,1.0035650623885917,NORMAL,5.63,0.0,MG,2023,0,27.913,27.413,27.387,244.6,142.1,8.9,395.6,75.551,1217.12,1162.43,0.688,5.0,326.8,6.4,102,46.0,20.0,34.0,13.0,168,1.27,6.6,25.2,2,1,1
Kab. Bogor,2014,8200,48800,5.95,Jagung,1,0.9734947643979057,NORMAL,,,MR,2014,1,,,,,,,,,,,,,,5.4,148,42.0,28.0,30.0,18.5,195,1.21,6.43,22.8,1,1,1
Kab. Bogor,2014,8200,48800,5.95,Jagung,1,0.9734947643979057,NORMAL,,,MG,2014,0,26.283,25.782,25.619,433.6,348.8,74.3,856.7,79.912,1091.16,967.99,2.058,5.0,650.9,5.4,148,42.0,28.0,30.0,18.5,195,1.21,6.43,22.8,1,1,1
Kab. Bogor,2015,7800,45600,5.85,Jagung,1,0.9571335078534031,NORMAL,5.95,-0.10000000000000053,MR,2015,1,26.463,25.497,24.968,430.1,733.3,343.2,1506.6,79.818,1225.91,901.51,3.516,5.0,1155.0,5.4,148,42.0,28.0,30.0,18.5,195,1.21,6.43,22.8,1,1,1
Kab. Bogor,2015,7800,45600,5.85,Jagung,1,0.9571335078534031,NORMAL,5.95,-0.10000000000000053,MG,2015,0,26.111,26.502,26.465,424.8,85.1,39.2,549.1,74.754,1066.97,1127.72,1.115,5.0,437.6,5.4,148,42.0,28.0,30.0,18.5,195,1.21,6.43,22.8,1,1,1
Kab. Bogor,2016,8500,50300,5.92,Jagung,1,0.9685863874345549,NORMAL,5.85,0.07000000000000028,MR,2016,1,26.612,26.179,25.879,379.3,755.3,478.5,1613.1,79.346,1299.65,1011.52,3.804,5.0,1232.7,5.4,148,42.0,28.0,30.0,18.5,195,1.21,6.43,22.8,1,1,1
Kab. Bogor,2016,8500,50300,5.92,Jagung,1,0.9685863874345549,NORMAL,5.85,0.07000000000000028,MG,2016,0,26.733,26.073,25.965,635.4,311.3,172.1,1118.8,80.555,961.3,998.69,2.515,5.0,867.3,5.4,148,42.0,28.0,30.0,18.5,195,1.21,6.43,22.8,1,1,1
Kab. Bogor,2017,9200,55700,6.05,Jagung,1,0.9898560209424083,NORMAL,5.92,0.1299999999999999,MR,2017,1,25.988,25.998,25.271,997.9,449.6,408.5,1856.0,81.336,985.33,964.97,4.545,5.0,1401.5,5.4,148,42.0,28.0,30.0,18.5,195,1.21,6.43,22.8,1,1,1
Kab. Bogor,2017,9200,55700,6.05,Jagung,1,0.9898560209424083,NORMAL,5.92,0.1299999999999999,MG,2017,0,26.398,26.222,26.558,587.9,201.0,53.9,842.8,77.817,1028.92,1017.58,1.838,5.0,659.0,5.4,148,42.0,28.0,30.0,18.5,195,1.21,6.43,22.8,1,1,1
Kab. Bogor,2018,9800,60100,6.13,Jagung,1,1.0029450261780104,NORMAL,6.05,0.08000000000000007,MR,2018,1,26.236,25.734,25.321,617.6,497.5,301.6,1416.7,80.553,1123.69,948.45,3.271,5.0,1089.6,5.4,148,42.0,28.0,30.0,18.5,195,1.21,6.43,22.8,1,1,1
Kab. Bogor,2018,9800,60100,6.13,Jagung,1,1.0029450261780104,NORMAL,6.05,0.08000000000000007,MG,2018,0,26.466,26.344,26.458,344.4,120.7,31.6,496.7,75.26,1121.82,1111.55,0.997,5.0,397.0,5.4,148,42.0,28.0,30.0,18.5,195,1.21,6.43,22.8,1,1,1
Kab. Bogor,2019,10500,65100,6.2,Jagung,1,1.0143979057591623,NORMAL,6.13,0.07000000000000028,MR,2019,1,26.583,26.039,26.104,583.2,502.2,357.3,1442.7,79.284,1199.38,1052.72,2.831,5.0,1159.6,5.4,148,42.0,28.0,30.0,18.5,195,1.21,6.43,22.8,1,1,1
Kab. Bogor,2019,10500,65100,6.2,Jagung,1,1.0143979057591623,NORMAL,6.13,0.07000000000000028,MG,2019,0,26.655,26.508,26.313,436.5,80.3,43.1,559.9,74.48,1058.7,1141.71,1.247,5.0,435.2,5.4,148,42.0,28.0,30.0,18.5,195,1.21,6.43,22.8,1,1,1
Kab. Bogor,2020,10200,63500,6.23,Jagung,1,1.0193062827225132,NORMAL,6.2,0.03000000000000025,MR,2020,1,26.953,25.848,25.531,241.5,893.4,395.4,1530.3,78.882,1344.19,1011.75,3.89,5.0,1141.3,5.4,148,42.0,28.0,30.0,18.5,195,1.21,6.43,22.8,1,1,1
Kab. Bogor,2020,10200,63500,6.23,Jagung,1,1.0193062827225132,NORMAL,6.2,0.03000000000000025,MG,2020,0,26.444,26.129,26.255,528.3,126.7,88.4,743.4,78.96,955.66,1070.21,1.629,5.0,580.5,5.4,148,42.0,28.0,30.0,18.5,195,1.21,6.43,22.8,1,1,1
Kab. Bogor,2021,9800,61200,6.24,Jagung,1,1.0209424083769634,NORMAL,6.23,0.009999999999999787,MR,2021,1,26.026,25.203,25.114,568.9,721.4,271.9,1562.2,81.721,1121.87,823.48,3.843,5.0,1177.9,5.4,148,42.0,28.0,30.0,18.5,195,1.21,6.43,22.8,1,1,1
Kab. Bogor,2021,9800,61200,6.24,Jagung,1,1.0209424083769634,NORMAL,6.23,0.009999999999999787,MG,2021,0,26.261,25.678,25.674,401.5,229.5,203.7,834.7,79.212,1095.16,1066.94,1.949,5.0,639.8,5.4,148,42.0,28.0,30.0,18.5,195,1.21,6.43,22.8,1,1,1
Kab. Bogor,2022,11200,70300,6.28,Jagung,1,1.0274869109947644,NORMAL,6.24,0.040000000000000036,MR,2022,1,25.965,25.758,25.364,551.5,480.5,237.0,1269.0,80.762,1078.62,1050.37,2.836,5.0,985.4,5.4,148,42.0,28.0,30.0,18.5,195,1.21,6.43,22.8,1,1,1
Kab. Bogor,2022,11200,70300,6.28,Jagung,1,1.0274869109947644,NORMAL,6.24,0.040000000000000036,MG,2022,0,26.042,25.502,25.835,429.5,388.6,133.8,951.9,80.44,1035.9,1010.14,2.174,5.0,734.5,5.4,148,42.0,28.0,30.0,18.5,195,1.21,6.43,22.8,1,1,1
Kab. Bogor,2023,9500,59600,6.27,Jagung,1,1.025850785340314,NORMAL,6.28,-0.010000000000000675,MR,2023,1,25.725,25.469,24.961,684.4,512.0,277.6,1474.0,81.162,1018.33,992.81,3.602,5.0,1113.8,5.4,148,42.0,28.0,30.0,18.5,195,1.21,6.43,22.8,1,1,1
Kab. Bogor,2023,9500,59600,6.27,Jagung,1,1.025850785340314,NORMAL,6.28,-0.010000000000000675,MG,2023,0,26.621,26.105,26.352,292.3,226.1,37.2,555.6,77.272,1097.03,1048.09,1.078,5.0,447.8,5.4,148,42.0,28.0,30.0,18.5,195,1.21,6.43,22.8,1,1,1
Kab. Bogor,2014,122000,618900,5.07,Padi,0,0.9921722113502935,NORMAL,,,MR,2014,1,,,,,,,,,,,,,,5.4,148,42.0,28.0,30.0,18.5,195,1.21,6.43,22.8,1,1,1
Kab. Bogor,2014,122000,618900,5.07,Padi,0,0.9921722113502935,NORMAL,,,MG,2014,0,26.283,25.782,25.619,433.6,348.8,74.3,856.7,79.912,1091.16,967.99,2.058,5.0,650.9,5.4,148,42.0,28.0,30.0,18.5,195,1.21,6.43,22.8,1,1,1
Kab. Bogor,2015,119500,606700,5.08,Padi,0,0.9941291585127201,NORMAL,5.07,0.009999999999999787,MR,2015,1,26.463,25.497,24.968,430.1,733.3,343.2,1506.6,79.818,1225.91,901.51,3.516,5.0,1155.0,5.4,148,42.0,28.0,30.0,18.5,195,1.21,6.43,22.8,1,1,1
Kab. Bogor,2015,119500,606700,5.08,Padi,0,0.9941291585127201,NORMAL,5.07,0.009999999999999787,MG,2015,0,26.111,26.502,26.465,424.8,85.1,39.2,549.1,74.754,1066.97,1127.72,1.115,5.0,437.6,5.4,148,42.0,28.0,30.0,18.5,195,1.21,6.43,22.8,1,1,1
Kab. Bogor,2016,120800,613600,5.08,Padi,0,0.9941291585127201,NORMAL,5.08,0.0,MR,2016,1,26.612,26.179,25.879,379.3,755.3,478.5,1613.1,79.346,1299.65,1011.52,3.804,5.0,1232.7,5.4,148,42.0,28.0,30.0,18.5,195,1.21,6.43,22.8,1,1,1
Kab. Bogor,2016,120800,613600,5.08,Padi,0,0.9941291585127201,NORMAL,5.08,0.0,MG,2016,0,26.733,26.073,25.965,635.4,311.3,172.1,1118.8,80.555,961.3,998.69,2.515,5.0,867.3,5.4,148,42.0,28.0,30.0,18.5,195,1.21,6.43,22.8,1,1,1
Kab. Bogor,2017,121200,616500,5.09,Padi,0,0.9960861056751467,NORMAL,5.08,0.009999999999999787,MR,2017,1,25.988,25.998,25.271,997.9,449.6,408.5,1856.0,81.336,985.33,964.97,4.545,5.0,1401.5,5.4,148,42.0,28.0,30.0,18.5,195,1.21,6.43,22.8,1,1,1
Kab. Bogor,2017,121200,616500,5.09,Padi,0,0.9960861056751467,NORMAL,5.08,0.009999999999999787,MG,2017,0,26.398,26.222,26.558,587.9,201.0,53.9,842.8,77.817,1028.92,1017.58,1.838,5.0,659.0,5.4,148,42.0,28.0,30.0,18.5,195,1.21,6.43,22.8,1,1,1
Kab. Bogor,2018,120100,611000,5.09,Padi,0,0.9960861056751467,NORMAL,5.09,0.0,MR,2018,1,26.236,25.734,25.321,617.6,497.5,301.6,1416.7,80.553,1123.69,948.45,3.271,5.0,1089.6,5.4,148,42.0,28.0,30.0,18.5,195,1.21,6.43,22.8,1,1,1
Kab. Bogor,2018,120100,611000,5.09,Padi,0,0.9960861056751467,NORMAL,5.09,0.0,MG,2018,0,26.466,26.344,26.458,344.4,120.7,31.6,496.7,75.26,1121.82,1111.55,0.997,5.0,397.0,5.4,148,42.0,28.0,30.0,18.5,195,1.21,6.43,22.8,1,1,1
Kab. Bogor,2019,118500,607200,5.12,Padi,0,1.0019569471624266,NORMAL,5.09,0.03000000000000025,MR,2019,1,26.583,26.039,26.104,583.2,502.2,357.3,1442.7,79.284,1199.38,1052.72,2.831,5.0,1159.6,5.4,148,42.0,28.0,30.0,18.5,195,1.21,6.43,22.8,1,1,1
Kab. Bogor,2019,118500,607200,5.12,Padi,0,1.0019569471624266,NORMAL,5.09,0.03000000000000025,MG,2019,0,26.655,26.508,26.313,436.5,80.3,43.1,559.9,74.48,1058.7,1141.71,1.247,5.0,435.2,5.4,148,42.0,28.0,30.0,18.5,195,1.21,6.43,22.8,1,1,1
Kab. Bogor,2020,115200,591800,5.14,Padi,0,1.0058708414872797,NORMAL,5.12,0.019999999999999574,MR,2020,1,26.953,25.848,25.531,241.5,893.4,395.4,1530.3,78.882,1344.19,1011.75,3.89,5.0,1141.3,5.4,148,42.0,28.0,30.0,18.5,195,1.21,6.43,22.8,1,1,1
Kab. Bogor,2020,115200,591800,5.14,Padi,0,1.0058708414872797,NORMAL,5.12,0.019999999999999574,MG,2020,0,26.444,26.129,26.255,528.3,126.7,88.4,743.4,78.96,955.66,1070.21,1.629,5.0,580.5,5.4,148,42.0,28.0,30.0,18.5,195,1.21,6.43,22.8,1,1,1
Kab. Bogor,2021,112800,580500,5.15,Padi,0,1.0078277886497065,NORMAL,5.14,0.010000000000000675,MR,2021,1,26.026,25.203,25.114,568.9,721.4,271.9,1562.2,81.721,1121.87,823.48,3.843,5.0,1177.9,5.4,148,42.0,28.0,30.0,18.5,195,1.21,6.43,22.8,1,1,1
Kab. Bogor,2021,112800,580500,5.15,Padi,0,1.0078277886497065,NORMAL,5.14,0.010000000000000675,MG,2021,0,26.261,25.678,25.674,401.5,229.5,203.7,834.7,79.212,1095.16,1066.94,1.949,5.0,639.8,5.4,148,42.0,28.0,30.0,18.5,195,1.21,6.43,22.8,1,1,1
Kab. Bogor,2022,119300,614200,5.15,Padi,0,1.0078277886497065,NORMAL,5.15,0.0,MR,2022,1,25.965,25.758,25.364,551.5,480.5,237.0,1269.0,80.762,1078.62,1050.37,2.836,5.0,985.4,5.4,148,42.0,28.0,30.0,18.5,195,1.21,6.43,22.8,1,1,1
Kab. Bogor,2022,119300,614200,5.15,Padi,0,1.0078277886497065,NORMAL,5.15,0.0,MG,2022,0,26.042,25.502,25.835,429.5,388.6,133.8,951.9,80.44,1035.9,1010.14,2.174,5.0,734.5,5.4,148,42.0,28.0,30.0,18.5,195,1.21,6.43,22.8,1,1,1
Kab. Bogor,2023,110500,566800,5.13,Padi,0,1.0039138943248531,NORMAL,5.15,-0.020000000000000462,MR,2023,1,25.725,25.469,24.961,684.4,512.0,277.6,1474.0,81.162,1018.33,992.81,3.602,5.0,1113.8,5.4,148,42.0,28.0,30.0,18.5,195,1.21,6.43,22.8,1,1,1
Kab. Bogor,2023,110500,566800,5.13,Padi,0,1.0039138943248531,NORMAL,5.15,-0.020000000000000462,MG,2023,0,26.621,26.105,26.352,292.3,226.1,37.2,555.6,77.272,1097.03,1048.09,1.078,5.0,447.8,5.4,148,42.0,28.0,30.0,18.5,195,1.21,6.43,22.8,1,1,1
Kab. Ciamis,2014,13000,74100,5.7,Jagung,1,0.9664292980671413,NORMAL,,,MR,2014,1,,,,,,,,,,,,,,5.9,150,37.0,28.0,35.0,19.5,208,1.2,7.43,21.8,2,3,1
Kab. Ciamis,2014,13000,74100,5.7,Jagung,1,0.9664292980671413,NORMAL,,,MG,2014,0,27.041,25.789,24.435,553.6,348.1,71.4,973.1,84.209,1044.55,872.39,2.235,5.0,749.6,5.9,150,37.0,28.0,35.0,19.5,208,1.2,7.43,21.8,2,3,1
Kab. Ciamis,2015,12500,70600,5.65,Jagung,1,0.9579518480840963,NORMAL,5.7,-0.04999999999999982,MR,2015,1,25.675,26.373,26.121,444.2,1011.5,500.8,1956.5,84.032,1111.85,912.82,4.773,5.0,1479.2,5.9,150,37.0,28.0,35.0,19.5,208,1.2,7.43,21.8,2,3,1
Kab. Ciamis,2015,12500,70600,5.65,Jagung,1,0.9579518480840963,NORMAL,5.7,-0.04999999999999982,MG,2015,0,26.662,25.107,24.31,605.0,103.1,30.0,738.1,82.348,1004.8,1000.45,1.684,5.0,569.7,5.9,150,37.0,28.0,35.0,19.5,208,1.2,7.43,21.8,2,3,1
Kab. Ciamis,2016,12800,73200,5.72,Jagung,1,0.9698202780603593,NORMAL,5.65,0.0699999999999994,MR,2016,1,26.389,27.242,26.862,275.9,767.6,585.8,1629.3,81.693,1281.24,1028.32,3.669,5.0,1262.4,5.9,150,37.0,28.0,35.0,19.5,208,1.2,7.43,21.8,2,3,1
Kab. Ciamis,2016,12800,73200,5.72,Jagung,1,0.9698202780603593,NORMAL,5.65,0.0699999999999994,MG,2016,0,27.713,26.78,25.897,589.0,321.8,193.3,1104.1,82.727,979.8,961.98,2.413,5.0,862.8,5.9,150,37.0,28.0,35.0,19.5,208,1.2,7.43,21.8,2,3,1
Kab. Ciamis,2017,14000,81400,5.82,Jagung,1,0.9867751780264497,NORMAL,5.72,0.10000000000000053,MR,2017,1,26.525,26.81,26.461,1157.1,1031.8,462.4,2651.3,83.777,888.7,928.35,6.59,5.0,1992.3,5.9,150,37.0,28.0,35.0,19.5,208,1.2,7.43,21.8,2,3,1
Kab. Ciamis,2017,14000,81400,5.82,Jagung,1,0.9867751780264497,NORMAL,5.72,0.10000000000000053,MG,2017,0,26.714,25.812,23.997,536.5,271.7,52.0,860.2,84.623,952.48,873.54,2.519,5.0,608.3,5.9,150,37.0,28.0,35.0,19.5,208,1.2,7.43,21.8,2,3,1
Kab. Ciamis,2018,14800,87400,5.9,Jagung,1,1.0003390979993219,NORMAL,5.82,0.08000000000000007,MR,2018,1,26.084,26.61,26.186,625.3,885.0,522.0,2032.3,84.601,951.32,961.43,4.669,5.0,1565.4,5.9,150,37.0,28.0,35.0,19.5,208,1.2,7.43,21.8,2,3,1
Kab. Ciamis,2018,14800,87400,5.9,Jagung,1,1.0003390979993219,NORMAL,5.82,0.08000000000000007,MG,2018,0,26.917,24.656,23.539,315.2,105.5,28.6,449.3,83.239,1090.85,951.11,1.058,5.0,343.5,5.9,150,37.0,28.0,35.0,19.5,208,1.2,7.43,21.8,2,3,1
Kab. Ciamis,2019,15500,92500,5.97,Jagung,1,1.0122075279755849,NORMAL,5.9,0.0699999999999994,MR,2019,1,26.049,26.76,26.882,377.3,731.3,348.2,1456.8,83.863,1065.09,986.66,3.207,5.0,1136.1,5.9,150,37.0,28.0,35.0,19.5,208,1.2,7.43,21.8,2,3,1
